path_id,seed,hit_power_s,j_at_hit_power,hit_linear_s,j_at_hit_linear
307,734921,0.757,245.92102006236902,0.796,3090.4532720437874
308,734921,1.039,2949.954836887299,0.5085000000000001,27.51869928283439
309,734921,0.605,570.4872473082099,0.253,69.78295245078016
310,734921,0.8165,73.18000448072493,1.0150000000000001,1034.8908910224484
311,734921,0.6980000000000001,83.79644166149447,0.772,3216.705370409408
312,734921,1.166,670.7887943617899,0.6795,599.7336819917116
313,734921,0.6605,169.3656941079878,0.3595,13.06046561753477
314,734921,2.0155,14724.33912075393,0.4805,604.3417090136472
315,734921,0.596,758.3071107156298,0.3135,54.77690252069091
316,734921,0.4445,31.012249194502296,1.5595,11824.373920165528
317,734921,0.6495,164.37327699716988,0.5945,611.522584262736
318,734921,0.3965,6.503943276790037,0.455,11.206329341390873
319,734921,1.0925,52.81534449289954,0.51,1349.7966910957164
320,734921,0.457,51.2476140141278,1.609,284.0643112213988
321,734921,0.4925,296.4993993351084,0.4375,127.7319232476317
322,734921,0.36,157.9623709806136,0.921,214.4694601084807
323,734921,0.966,115.6867234495483,0.5655,35.231483753494665
324,734921,0.2185,39.03061263354434,0.708,2985.0735400930616
325,734921,0.8315,32282.392880189695,0.7925,145.73753080399197
326,734921,0.615,48.12968341071296,0.4515,342.25951194244465
327,734921,0.705,768.7351408784637,0.47950000000000004,37.93757484902977
328,734921,0.6055,503.71267581382034,0.5695,46.67234066773136
329,734921,0.4415,163.04849343645617,0.7125,30.19952615963178
330,734921,0.3935,23.71933440528059,0.5005000000000001,278.19809122182284
331,734921,0.5195,10.495152470260585,1.1575,316.6906086056278
332,734921,0.677,3447.7623248831983,0.34500000000000003,658.81922830353
333,734921,0.47500000000000003,208.55823584691476,0.894,249.5035600292388
334,734921,0.6960000000000001,111.92605535633541,0.6755,3093.903078988006
335,734921,0.4425,14.334831446441674,0.158,32.50593567378044
336,734921,0.552,2104.814621228745,1.4755,52851.27816129825
337,734921,0.4415,1964.2585499156621,0.1925,182.50971698438087
338,734921,1.2815,8270.692343028288,0.48,59.884528966338905
339,734921,0.295,37.8194510409153,0.1955,220.36920696779595
340,734921,0.3875,81.32767835231405,1.298,248182.97642170236
